年度,学科／研究科,研究室,学籍番号,賞,氏名,要旨,題目
H24,情報科学科,下川研,,,,,講義記録システムアクセス解析結果可視化システムの開発
H24,情報科学科,仲研,,,,,オンライン小テストからのオンライン期末テストの生成
H24,情報科学科,下川研,,,,,研究室メンバーの研究室滞在時間可視化システムの開発
H24,情報科学科,古井研,,,,,資料配布システムによる授業中の電子資料配布の効率化
H24,情報科学科,仲研,,,,,webMathematicaを使った健康支援プリケーションの改良
H24,情報科学科,仲研,,,,,CUDAを用いた遺伝的アルゴリズムの計算
H24,情報科学科,安部研,,,,,家庭用エネルギー管理システムにおける機器の最適運転計画方式
H24,情報科学科,宮崎研,,,,,公開鍵暗号RSA暗号の乗法的準同型性の検証
H24,情報科学科,田中研,,,,,タブレットPCによる自律型LED水中集魚灯用制御端末の開発とサーバの構築
H24,情報科学科,成研,,,,,電子ブックリーダに適した教材配布のための電子資料共有支援システム
H24,情報科学科,仲研,,,,,全組み合わせ距離計算によるCUDAの評価
H24,情報科学科,澤田研,,,,,仕様変更を前提とした自動販売機制御回路設計課題の検討
H24,情報科学科,成研,,,,,大学生活を楽しく体験するためのすごろくゲームの設計と開発
H24,情報科学科,安武研,,,,,Futureを用いたマルチスレッドプログラムのJava監視ツールによる性能評価
H24,情報科学科,合志研,,,,,Unityを使用したドライビングシミュレータの開発
H24,情報科学科,成研,,,,,食料品販売のためのネットスーパーの設計と開発
H24,情報科学科,古井研,,,,,省エネルギー活動のための学部内情報統合システムEnisys3D
H24,情報科学科,安武研,,,,,ゲーム開発環境Unityの機能を活用した建物内3次元案内図の実現
H24,情報科学科,米元研,,,,,実物体に電子情報を合成するARアプリの開発
H24,情報科学科,朝廣研,,,,,Java プログラムの変数に関する処理結果を描画するツールの開発
H24,情報科学科,田中研,,,,,KINECTセンサーを用いた医療用患者監視システムの開発
H24,情報科学科,一ノ瀬研,,,,,Androidスマートフォン対応のオンラインテストシステムの開発
H24,情報科学科,米元研,,,,,遺伝的アルゴリズムを用いた台形補正の自動化
H24,情報科学科,田中研,,,,,iBooks Authorを用いた計算機アーキテクチャ電子教科書作成と試行
H24,情報科学科,仲研,,,,,生物進化シミュレーションプログラムの調査
H24,情報科学科,宮崎研,,,,,情報セキュリティ講義支援ツールの改良
H24,情報科学科,田中研,,,,,複数クライアントの集中管理が可能な出張業務支援システムの開発
H24,情報科学科,アプドゥハン研,,,,,Eucalyptusを用いたプライベートクラウドの構築と評価テスト
H24,情報科学科,田中研,,,,,NFCスマートフォンを利用したポイントカードリーダの開発とその評価
H24,情報科学科,成研,,,,,Googleカレンダーと連携したスレッドベースのスケジュール管理システムの開発
H24,情報科学科,成研,,,,,イベント履歴検索可能な飲み会運営支援システムの開発
H24,情報科学科,稲永研,,,,,九州産業大学内定報告書Web管理システムの開発
H24,情報科学科,澤田研,,,,,FPGAを搭載したロボット教材実現のための検討
H24,情報科学科,下川研,,,,,DHCPログを利用した出欠管理支援システムの開発
H24,情報科学科,下川研,,,,,Webアプリケーション開発におけるプログラミング言語およびフレームワークの比較
H24,情報科学科,安武研,,,,,実行制御に関するArduinoライブラリの調査と動作検証
H24,情報科学科,米元研,,,,,効果線が追加できる漫画風画像変換ツールの開発
H24,情報科学科,成研,,,,,空きコマ検索可能な時間割管理システムの設計と開発
H24,情報科学科,安武研,,,,,Trimble SketchUpを用いた3次元案内図における自動ウォークスルー機能の改良
H24,情報科学科,安部研,,,,,対話型時間割作成支援システムの設計とインタフェースの開発
H24,情報科学科,仲研,,,,,DNA鑑定の理解を深める学習システムの作成
H24,情報科学科,成研,,,,,家庭向け情報共有システムhomePadの設計と開発
H24,情報科学科,宮崎研,,,,,画像処理学習支援ツールの製作
H24,情報科学科,合志研,,,,,足型測定器における助言文表示機能をもつ測定結果表示システムの開発
H24,情報科学科,下川研,,,,,位置情報を用いたイベント支援システムの開発
H24,情報科学科,稲永研,,,,,九州産業大学情報科学部授業評価システムの開発
H24,情報科学科,仲研,,,,,Excel VBAを使った就活生支援プログラムの試作
H24,情報科学科,稲永研,,,,,九州産業大学情報科学部科目「計算機システム」向け採点機能付きオンラインレポートシステムの開発
H24,情報科学科,稲永研,,,,,福岡市南区シニアクラブ連合会Webサイトの改良とFacebookの導入
H24,情報科学科,田中研,,,,,太陽電池モジュールの非接触式劣化検出手法実現に向けた電流測定とその分析
H24,情報科学科,仲研,,,,,DNAコンピュータ疑似体験プログラムの試作
H24,情報科学科,米元研,,,,,物理演算ライブラリBox2Dを用いたファイル管理ツールの実現
H24,情報科学科,澤田研,,,,,非接触式角度センサを用いた硬貨投入教材の開発
H24,情報科学科,一ノ瀬研,,,,,JAVA言語による音響信号生成プログラムの開発
H24,情報科学科,田中研,,,,,赤外線熱画像を利用した太陽電池モジュール劣化検出アプリケーションの開発
H24,情報科学科,安部研,,,,,対話型時間割作成支援システムにおける自動作成・修正機能の開発
H24,情報科学研究科,安武研,,,,◯,組込みデバイスArduinoを用いた割込み制御を学習するための教材開発
H25,情報科学科,合志研,,,,,安全運転管理教育システムASSISTのための速度及び車間距離の模擬データ生成装置の開発
H25,情報科学科,米元研,,,,,グラフカットを用いた仮想試着システムの実現
H25,情報科学科,合志研,,,,,安全運転管理教育システムASSISTにおけるArduino Pro Mini及びGR-KURUMIを用いたインタフェースの開発
H25,情報科学科,合志研,,,,,Unityを用いた移動効率体験型ドライビングシミュレータの改良
H25,情報科学科,下川研,,,,,卒業研究向け日報システムの開発
H25,情報科学科,一ノ瀬研,,,,,PureDataを使った初心者用プログラミング教材の作成
H25,情報科学科,アプドゥハン研,,,,,EucalyptusとCloudStackを用いたハイブリッドクラウド環境の作成
H25,情報科学科,一ノ瀬研,,,,,朗読内容・速度と遅延時間の違いが遅延聴覚フィードバック条件下での発話に及ぼす影響
H25,情報科学科,一ノ瀬研,,,,,音響信号生成プログラムの機能拡充
H25,情報科学科,安武研,,,,,姿勢制御を用いた二輪倒立振子によるルックアップゲート攻略
H25,情報科学科,宮崎研,,,,,ウイルス感染による病気拡大の数学モデルとExcelを利用したコンピュータシミュレーション
H25,情報科学科,米元研,,,,,異なる大きさで任意の位置に登録可能なジェスチャーパターンロックの実現
H25,情報科学科,安部研,,,,,信号情報を用いた電気自動車のナビゲーション方式
H25,情報科学科,アプドゥハン研,,,,,EucalyptusとOpenStackを用いたハイブリッドクラウド環境の作成
H25,情報科学科,朝廣研,,,,,数学の学習を目的とする教材のExcelによる開発
H25,情報科学科,朝廣研,,,,,絵画的迷路を作成するためのJavaプログラムの実装と評価
H25,情報科学科,安部研,,,,,家庭における節電対策支援ツールの作成
H25,情報科学科,宮崎研,,,,,RSA暗号デモツールの制作
H25,情報科学科,稲永研,,,,,大型飲食チェーン店における店舗独自WebサイトとデジタルサイネージによるPR活動の事例研究
H25,情報科学科,稲永研,,,,,Android端末向け宅配物情報共有アプリケーションの開発
H25,情報科学科,宮崎研,,,,,遺伝的アルゴリズムのスケジュール問題への応用
H25,情報科学科,仲研,,,,,オンラインテストへの解説機能の追加
H25,情報科学科,稲永研,,,,,一人暮らし向け食品・食費管理のためのAndroidアプリケーションの開発
H25,情報科学科,アプドゥハン研,,,,,EucalyptusとOpen Nebulaを用いたハイブリッドクラウド環境の作成
H25,情報科学科,石田健研,,,,,MathTeXを利用した線形代数教育教材の作成の試み
H25,情報科学科,米元研,,,,,アクションゲームへの遺伝的アルゴリズムの適用
H25,情報科学科,米元研,,,,,グラフカットを用いたイラスト作成支援ツールの作成
